3, 4396.169559905538
5, 8847.564993466716
8, 3301.1288952914765
1, 20522.480745243374
11, 14574.093173861504
10, 21847.948365940247
12, 75971.5665951411
15, 15544.903972634915
17, 57606.66088030924
18, 3602.367697994923
22, 30385.584236549243
23, 19426.608903420507
2, 93535.09114760919
30, 19358.262777787313
32, 4724.6214201673865
31, 2051.335614798154
33, 13985.347478463198
39, 1894.0054894387722
37, 8187.9307170561515
44, 2232.749405875802
46, 20954.56232989207
52, 10018.198274346069
51, 10055.198770391755
19, 81315.65666014003
62, 6297.410266360268
66, 9600.195056551602
61, 24587.056772070006
67, 20603.525861580856
47, 30082.05629131128
64, 3078.2837265795097
71, 2510.501844899496
69, 3879.437100062147
74, 30597.24728539586
79, 25221.08406495303
84, 3793.4969279164507
87, 3680.31533166187
50, 18215.92692327642
85, 40680.28136221692
88, 5771.299870684743
89, 3484.5040420135483
95, 3504.2609650250524
94, 9295.893335172907
97, 2004.1643740581349
101, 2966.2939845416695
104, 12916.221757038496
73, 16437.28984482342
90, 7459.806975130399
27, 115374.3974084963
113, 7506.56698622508
111, 4367.357016493566
115, 17667.30787082808
114, 18519.93918289023
112, 15974.993527340237
118, 3474.4084336094093
119, 11288.180945533328
121, 1680.7270873021334
124, 17550.135785340797
110, 6254.137558305287
108, 15238.381787985563
128, 9551.599904660136
125, 2293.184296663385
126, 2923.7258526775986
131, 2487.95932057593
132, 1178.8805904518813
133, 10710.557639385574
138, 3559.697405044106
145, 1185.8465305694845
146, 11103.228569237515
144, 3178.7668014913797
147, 1183.1725624401588
116, 16169.254331544042
129, 28953.410382687813
139, 18791.593936434947
153, 3728.330302402377
156, 5406.095806293655
157, 1375.3860303622205
161, 10156.815147754387
162, 13321.999542756472
165, 1808.256589628756
166, 9857.100746147335
155, 46029.14889180707
168, 1409.2226413078606
164, 18360.859412688762
158, 2774.095192736713
172, 2372.447800869122
173, 12785.183814696036
174, 3125.2791005149484
175, 11131.759517355356
179, 2369.946235612035
177, 15171.249596460722
178, 15033.882006062544
183, 17070.934319763444
187, 12142.929147018003
188, 3856.117731194012
189, 4135.382056751785
190, 7107.515092196525
193, 9281.701828606427
185, 17169.29786500428
181, 3724.4669191808207
194, 23163.074851561338
196, 16217.86509572994
195, 10256.339789927006
198, 2801.573137919884
201, 10692.72785308538
149, 10947.764224149287
68, 121992.66425950406
202, 75346.77055691335
204, 25481.027392027434
209, 1881.5627207919024
207, 14424.35399157647
215, 10080.016804938903
213, 13602.260929244338
217, 9935.273800324649
191, 36584.140709750354
220, 5704.844003614038
218, 13261.156530779015
205, 44844.65792895667
222, 15630.970387849957
225, 12327.428597214166
226, 18385.606029571034
208, 26811.02342750586
228, 2131.788822263363
231, 4302.757072295062
240, 1587.0051319375634
243, 3326.0793874614174
237, 19838.69474891387
248, 1463.4965724125504
249, 2279.9464390741196
250, 12568.557818305213
247, 4578.124955217236
251, 1390.5659898219164
252, 3092.5393875794252
260, 14492.863920050673
269, 4469.487281297916
267, 17838.75270946324
266, 8891.520569866989
271, 6263.425277227652
120, 88489.28688267153
274, 1745.2195850610733
277, 3094.240994288586
276, 3318.626937903464
254, 22562.218899669126
273, 18701.586534233764
285, 4908.293066604529
287, 2093.9565456695855
223, 69213.79544612368
286, 29360.49103357084
289, 9262.867924966034
296, 2684.5587051683106
292, 8647.588472800671
300, 10021.62413254462
253, 13768.374814290553
283, 36483.46700104838
301, 51373.7597255751
306, 2603.964617271442
308, 1325.2422475155909
313, 10593.494634783594
312, 37893.85192449298
315, 15166.820027490612
318, 32105.624030674808
320, 19229.79975578841
311, 5797.276674948866
324, 38857.74821487954
328, 32884.93413804285
329, 45582.26304190233
326, 5625.457517911855
330, 43648.10718372464
331, 4432.23408238095
332, 30544.81720156269
339, 3143.547784488648
338, 11755.398910827935
333, 4197.0762067673495
342, 2043.659802983515
344, 3171.6788367658155
345, 14206.084830507636
346, 2240.367741613649
347, 3466.0502408316825
349, 3808.494167123921
352, 15219.394227380399
350, 27955.68066220684
355, 2060.9986065020785
356, 11001.890821048291
353, 6809.9696420598775
360, 2477.0137391255703
361, 6269.365018106997
364, 13270.656512672082
366, 2863.036818103865
365, 23312.76365737524
221, 98311.26792536129
370, 36452.056086612865
304, 72713.29039630713
376, 42343.13438697904
379, 18462.144801078364
374, 24281.243621371686
381, 19333.488494629506
309, 144213.48887354136
384, 16076.89067041094
371, 29882.589569774223
386, 2921.1219033822417
385, 7578.375897808466
387, 5212.472345749848
389, 2174.0470840195194
388, 11171.90731581708
392, 8283.190552420914
391, 3382.7667350051925
393, 2285.830903791357
397, 93055.49235044798
402, 37136.25662503933
403, 42084.093355208635
406, 2191.339592333883
405, 13211.770426066592
407, 39041.23439723899
409, 36106.20075350255
412, 36149.45781576214
401, 97117.8650650222
395, 24618.23636975605
413, 1825.6576821617782
417, 13853.933992285514
416, 12014.28471350111
396, 7485.062208447605
410, 73881.70121725123
421, 29847.5051162187
418, 7424.560878880788
423, 41742.250305906375
424, 6945.045535650104
426, 39892.09915282484
431, 59584.271261914284
432, 68360.87219059956
428, 16320.762492294889
435, 29894.440051436424
429, 6815.849131474271
425, 53465.84294297353
437, 61350.333500894485
414, 48489.62545075826
439, 19479.822155198548
441, 116564.92532723781
446, 46135.94780052808
448, 2279.2916446048766
440, 67063.88440853861
443, 59334.33220611885
422, 13163.00671365112
451, 14304.544677099213
452, 16796.265829810873
455, 4653.086567811668
450, 6501.647340885247
454, 56159.57542664651
463, 13429.011321445461
462, 4310.119280808838
461, 10461.299015657045
468, 6010.708387265913
