q7_HxPW5xJ0,10.933333333333334,"['mastectomy,']",['mastectomy']
Get1zvTEhF4,3.5,"['mastectomy,']","['mastectomy,']"
voujFrK74Jk,12.033333333333331,"['mastectomy,']","['mastectomy,']"
Fx86-RcK0hc,3.216666666666667,['mastectomy'],"['mastectomy,']"
qu6Bn8Pz-WQ,9.25,"['mastectomy,', 'mastectomy,']","['mastectomy,']"
PVXON-kTCds,4.366666666666666,"['mastectomy', 'mastectomy,']",['mastectomy']
hZzGzvXH83w,28.9,"['mastectomy,']","['mastectomy,']"
Fz4AoluWF5M,3.183333333333333,"['mastectomy', 'mastectomy,', 'mastectomy']","['mastectomy,', 'mastectomy,']"
wirB8Q0SjHQ,13.016666666666667,"['mastectomy,', 'mastectomy,']",['mastectomy']
GqDqk84XoOs,3.4166666666666665,"['mastectomy,']",['mastectomy']
lZBG2eLwJzk,5.45,"['mastectomy,']",['mastectomy']
jnsH4okqc3o,4.6,"['mastectomy,', 'mastectomy,']","['mastectomy,']"
8paLQjeE8eo,6.516666666666667,"['mastectomy,', 'mastectomy,']",['mastectomy']
mxJKOu91PtE,13.5,"['mastectomy,']","['mastectomy,']"
AFXYc6uRtgM,4.733333333333333,"['mastectomy,']","['mastectomy,']"
sqNrTvvEbOA,18.23333333333333,"['mastectomy,', 'mastectomy,']","['mastectomy,']"
8xto6nRLemw,3.816666666666667,"['mastectomy', 'mastectomy']",['mastectomy']
rAcOnS1jvWQ,3.4166666666666665,"['mastectomy,', 'mastectomy,']","['mastectomy,']"
qEKPz5zuDjc,14.916666666666666,"['mastectomy,']","['mastectomy,']"
biEosyjLSgM,7.3,"['mastectomy,', 'mastectomy,']","['mastectomy,']"
xx22jjFWtqA,2.25,"['mastectomy,', 'mastectomy,']","['mastectomy,']"
pD5NzNeC4ck,3.0,"['mastectomy,']","['mastectomy,', 'mastectomy,']"
3iIOjbX4F6I,7.466666666666667,"['mastectomy,', 'mastectomy,']","['mastectomy,', 'mastectomy,']"
1ZE27o2dl98,19.416666666666668,"['mastectomy,', 'mastectomy,']","['mastectomy,']"
_i1wflcmBMc,4.533333333333333,"['mastectomy,', 'mastectomy,']",['mastectomy']
_hFxFKGfpP0,6.8,"['mastectomy,']","['mastectomy,']"
PeDpxY0lBIk,15.7,"['mastectomy,']","['mastectomy,']"
XxiCnvKT66s,5.933333333333334,"['mastectomy,', 'mastectomy,']","['mastectomy,']"
