cid0zNMoAGw,2.433333333333333,"['sphincterotomy,']","['sphincterotomy,']"
h96JXbdBoQ4,6.666666666666667,"['sphincterotomy,']","['sphincters,', 'sphincterotomy,']"
3Lly-RwT0No,2.183333333333333,"['sphincterotomy,', 'sphincteroplasty,']","['sphincterotomy,', 'sphincters']"
lZ5-y1rEfyc,2.066666666666667,"['sphincterotomy,']","['sphincterotomy,']"
7wrVz2Ztqic,9.716666666666669,"['sphincterotomy,']","['sphincterotomy,']"
gS8AE7Ul8h0,6.65,"['sphincterotomy,']","['intersphincteric', 'sphincters,']"
nX2ggpC2Frg,7.816666666666666,"['sphincterotomy,']","['transsphincteric,', 'sphincters,']"
cQzHKnNtkc4,15.966666666666669,"['sphincterotomy,', 'sphincteroplasty,']","['sphincters,']"
H4_6J6X-Kfw,7.966666666666667,"['sphincteroplasty,']","['sphincters,']"
1PjiIIxvV8g,3.8,"['sphincteroplasty,']","['sphincters,']"
tjMNXfCOXbw,10.033333333333331,"['sphincteroplasty,']","['sphincters,']"
LH2L3zpcGe8,4.633333333333334,"['sphincteroplasty,']","['sphincters,']"
yAep6y2baGU,2.083333333333333,"['sphincterotomy,']","['sphincterotomy,']"
7s_rjrDB2Ko,2.7333333333333334,"['sphincterotomy,']","['sphincterotomy,']"
ysg9xHdIEoU,3.35,"['sphincterotomy,']","['sphincters,', 'sphincterotomy,']"
izG0DHETXCM,2.783333333333333,"['sphincterotomy,']","['sphincterotomy,']"
Ui_H7LVfxTE,2.783333333333333,"['sphincterotomy,']","['sphincterotomy,', 'sphincters,']"
ibNOU_UVT5c,2.9166666666666665,"['sphincterotomy,']","['sphincterotomy,']"
SHcSLn3Li68,6.15,"['sphincterotomy,']","['sphincterotomy,']"
2CqYBRLuufQ,2.1333333333333333,"['sphincterotomy,']","['sphincterotomy,']"
TgI2BjN097Q,12.316666666666666,"['sphincterotomy,']","['sphincterotomy,']"
oH4eG9fziKs,2.05,"['sphincterotomy,']","['sphincters,']"
QzVUPvfUtWA,23.73333333333333,"['sphincteroplasty,']","['sphincters,']"
UhnlKjCuusk,2.0,"['sphincteroplasty,']","['sphincters,']"
dZ2rh1R0vU0,3.3833333333333333,"['sphincteroplasty,']","['sphincters,']"
GtXPMsZBosc,3.183333333333333,"['sphincterotomy,']","['sphincterotomy,']"
rr3S8tea0QA,2.75,"['sphincterotomy,']","['sphincterotomy,']"
G_xUAaUW1fU,2.35,"['sphincterotomy,']","['sphincters,', 'sphincterotomy,']"
