zNxLgyAlFag,8.7,['thyroid'],"['thyroidectomy,', 'thyroid,']"
GjnsXcJgflQ,3.5166666666666666,['thyroid'],"['thyroid', 'hypothyroidism,', 'thyroid', 'thyroid', 'thyroid,', 'thyroiditis"",', 'thyroidectomy,', 'thyroidectomy,', 'thyroid', 'thyroiditis,', 'parathyroid', 'hyperthyroidism,']"
SG0A0zPjRSo,15.883333333333333,['thyroid'],"['thyroidectomy,', 'thyroid']"
xLiSXXUWgH0,11.1,['thyroid'],"['thyroidectomy,', 'thyroid,']"
CdFF_s3N3y0,4.233333333333333,['thyroid'],"['thyroidectomy,']"
E5v2q8L0Jq8,19.28333333333333,['thyroid'],"['thyroidectomy,']"
MzBEkIrd9N8,13.333333333333334,['thyroid'],"['thyroidectomy,']"
s20dzre_Kso,9.066666666666666,['thyroid'],"['thyroid,', 'thyroidectomy,']"
oRQmN1bJJkk,4.116666666666666,['thyroid'],"['thyroidectomy,', 'thyroid']"
3dWPqO_kBJM,3.35,['thyroid'],"['thyroidectomy,']"
HzpLr7viT5Q,15.033333333333331,['thyroid'],"['thyroidectomy,']"
gho_mEcGEvM,16.5,['thyroid'],"['thyroidectomy,']"
iXRwCTFVerk,23.35,['thyroid'],"['thyroid,', 'thyroidectomy,']"
7-4XNaYOD48,8.25,['thyroid'],"['thyroidectomy,', 'thyroiditis"",']"
wwaDqXK2G-A,14.466666666666669,['thyroid'],['thyroid']
W55NNhnRixI,2.333333333333333,['thyroid'],['thyroidectomy']
TFbQ0JTGiR4,9.066666666666666,['thyroid'],"['hyperthyroidism,', 'thyroidectomy']"
sYzgVg8AK4o,10.35,['thyroid'],"['thyroid', 'thyroid,']"
7pDyQwg3p9w,4.933333333333334,['thyroid'],"['thyroid,']"
EhQ-yXqB8no,4.6,['thyroid'],"['thyroid', 'thyroid,']"
n9nPc3KC0Hg,4.9,['thyroid'],"['thyroidectomy,']"
8bd7u2tLpNA,7.316666666666666,['thyroid'],"['thyroidectomy,', 'thyroidectomy,']"
VRt3_GpvhDg,8.783333333333333,['thyroid'],"['thyroidectomy,']"
ac0i7Dk35Kw,2.216666666666667,['thyroid'],"['thyroidectomy,']"
hbgI_hm3klQ,8.5,['thyroid'],"['thyroidectomy,']"
eypsqDDOzwY,2.2333333333333334,['thyroid'],"['thyroidectomy,', 'thyroid']"
bT37ij4eK3o,2.1666666666666665,['thyroid'],"['parathyroid', 'thyroid']"
s6n7cWfwwMg,2.3,['thyroid'],"['thyroidectomy,', 'thyroid']"
h2x_syTOej8,20.65,['thyroid'],"['thyroid,', 'thyroidectomy,']"
Jeoqtd8vQV8,3.2333333333333334,['thyroid'],"['thyroidectomy,']"
gl1sl8V61tA,18.966666666666665,['thyroid'],"['thyroid,', 'thyroidectomy,']"
OHb62qQCc9g,5.533333333333333,['thyroid'],"['thyroid', 'thyroid,']"
REvaSPIlnDc,5.2,['thyroid'],"['thyroidectomy,', 'thyroid']"
0VQYP6JXKxs,9.983333333333333,['thyroid'],"['thyroid', 'thyroidectomy,']"
JKPVZyG2rgM,9.833333333333334,['thyroid'],"['thyroid', 'thyroid,']"
3B3HjIcONqc,5.55,['thyroid'],"['thyroidectomy,']"
bPksDA0THmM,7.816666666666666,['thyroid'],['thyroid']
eRr46E-WAMg,25.466666666666665,['thyroid'],"['thyroiditis,', 'thyroid,', 'thyroidectomy,']"
vwdaerYgP-A,4.633333333333334,['thyroid'],"['thyroidectomy,']"
W5xyNqNwhZU,3.8333333333333335,['thyroid'],"['thyroidectomy,']"
JEZhuTCHOFs,8.033333333333333,['thyroid'],"['thyroidectomy,', 'thyroid,']"
LXEG2m3YpBo,8.633333333333333,['thyroid'],"['thyroidectomy,', 'thyroid']"
_HDalOSrq6w,2.1333333333333333,['thyroid'],"['thyroid', 'thyroidectomy,']"
ZWUQ4gw-xlo,24.83333333333333,['thyroid'],"['thyroid', 'thyroidectomy,']"
gzVgszlqO5g,8.416666666666666,['thyroid'],"['thyroid,', 'thyroidectomy,']"
v_ajh2dzQ44,16.316666666666666,['thyroid'],"['thyroidectomy,', 'thyroid', 'thyroid']"
KW8ryCDgyVQ,6.983333333333333,['thyroid'],"['thyroid,', 'parathyroidectomy,']"
2qXGuir-y2s,7.283333333333333,['thyroid'],"['thyroidectomy,', 'thyroid,']"
3G8mZhrjnBk,5.0,['thyroid'],['thyroid']
Zq4KFlZ63f4,5.35,['thyroid'],"['thyroid,']"
HeCzQ5HZ1NU,16.1,['thyroid'],"['thyroid', 'thyroid', 'thyroid,', 'thyroidectomy,']"
58tttO9tFYw,22.966666666666665,['thyroid'],"['thyroidectomy,', 'thyroid,']"
zLaaIYtSXnk,5.533333333333333,['thyroid'],"['thyroidectomy,', 'parathyroid', 'thyroid', 'thyroid,']"
